userId,movieId,rating
1,1,3.5
1,2,4.0
1,3,4.5
1,4,3.0
1,5,2.5
1,6,4.5
1,7,3.5
1,8,5.0
1,9,4.0
1,10,3.5
1,11,4.0
1,12,4.5
1,13,4.0
1,14,3.5
1,15,3.0
1,16,4.0
1,17,3.5
1,18,4.5
1,19,2.5
1,20,3.0
1,21,3.5
1,22,4.0
1,23,4.5
1,24,3.0
1,25,2.0
1,26,4.0
1,27,3.5
1,28,4.5
1,29,4.0
1,30,2.5
1,31,4.0
1,32,4.5
1,33,3.5
1,34,3.0
1,35,4.5
1,36,3.5
1,37,4.0
1,38,4.0
1,39,4.5
1,40,2.5
1,41,3.5
1,42,4.5
1,43,3.5
1,44,3.0
1,45,4.0
1,46,2.5
1,47,3.0
1,48,4.5
1,49,3.5
1,50,3.0
2,1,3.0
2,2,5.0
2,3,5.0
2,4,2.5
2,5,3.0
2,6,3.5
2,7,4.0
2,8,4.5
2,9,4.0
2,10,3.0
2,11,3.5
2,12,4.0
2,13,4.5
2,14,3.0
2,15,3.5
2,16,4.0
2,17,3.0
2,18,4.0
2,19,2.5
2,20,3.0
2,21,4.0
2,22,4.5
2,23,4.5
2,24,2.5
2,25,1.5
2,26,3.5
2,27,3.0
2,28,4.0
2,29,3.5
2,30,2.0
2,31,4.0
2,32,4.0
2,33,3.5
2,34,2.5
2,35,4.0
2,36,3.0
2,37,4.0
2,38,3.5
2,39,4.0
2,40,2.5
2,41,3.0
2,42,4.0
2,43,3.5
2,44,3.0
2,45,3.5
2,46,2.0
2,47,2.5
2,48,4.0
2,49,3.5
2,50,3.0
3,1,2.5
3,2,3.0
3,3,4.0
3,4,4.5
3,5,1.5
3,6,4.0
3,7,4.5
3,8,4.0
3,9,3.0
3,10,2.5
3,11,3.0
3,12,3.5
3,13,4.5
3,14,2.5
3,15,2.0
3,16,4.0
3,17,2.0
3,18,3.5
3,19,1.5
3,20,2.5
3,21,3.5
3,22,4.0
3,23,4.0
3,24,2.0
3,25,1.0
3,26,3.0
3,27,3.5
3,28,4.0
3,29,3.0
3,30,2.0
3,31,3.5
3,32,3.0
3,33,3.5
3,34,2.5
3,35,3.5
3,36,2.5
3,37,3.0
3,38,3.0
3,39,3.5
3,40,1.5
3,41,3.0
3,42,3.5
3,43,3.0
3,44,2.5
3,45,3.0
3,46,1.5
3,47,2.0
3,48,3.5
3,49,3.0
3,50,2.0
4,1,4.0
4,2,4.5
4,3,5.0
4,4,3.5
4,5,2.0
4,6,4.0
4,7,4.5
4,8,5.0
4,9,3.5
4,10,3.0
4,11,4.5
4,12,4.0
4,13,4.5
4,14,3.5
4,15,3.0
4,16,4.0
4,17,4.5
4,18,4.5
4,19,2.0
4,20,3.5
4,21,4.0
4,22,4.5
4,23,4.5
4,24,2.5
4,25,2.0
4,26,3.5
4,27,4.0
4,28,4.5
4,29,3.5
4,30,3.0
4,31,4.5
4,32,4.0
4,33,4.0
4,34,3.0
4,35,4.5
4,36,4.0
4,37,4.0
4,38,3.5
4,39,4.0
4,40,2.5
4,41,3.5
4,42,4.0
4,43,3.5
4,44,3.0
4,45,3.5
4,46,2.5
4,47,2.5
4,48,4.5
4,49,4.0
4,50,3.5
5,1,3.5
5,2,4.0
5,3,5.0
5,4,2.5
5,5,2.0
5,6,3.0
5,7,3.5
5,8,4.0
5,9,3.5
5,10,2.5
5,11,4.0
5,12,4.5
5,13,4.5
5,14,3.0
5,15,3.0
5,16,4.0
5,17,3.5
5,18,4.0
5,19,2.0
5,20,3.0
5,21,4.0
5,22,4.5
5,23,4.5
5,24,2.5
5,25,2.0
5,26,3.5
5,27,3.0
5,28,4.0
5,29,3.5
5,30,2.0
5,31,4.0
5,32,3.5
5,33,4.0
5,34,2.5
5,35,4.0
5,36,3.5
5,37,3.5
5,38,3.0
5,39,4.0
5,40,2.0
5,41,3.5
5,42,4.0
5,43,3.5
5,44,3.0
5,45,4.0
5,46,2.5
5,47,2.5
5,48,4.5
5,49,4.0
5,50,3.5
6,1,4.0
6,2,3.5
6,3,3.0
6,4,3.0
6,5,3.5
6,6,4.0
6,7,3.5
6,8,4.0
6,9,3.5
6,10,4.0
6,11,4.0
6,12,4.5
6,13,4.0
6,14,4.5
6,15,4.0
6,16,4.5
6,17,4.0
6,18,4.5
6,19,3.5
6,20,3.0
6,21,4.5
6,22,3.5
6,23,3.5
6,24,3.0
6,25,3.5
6,26,4.0
6,27,4.0
6,28,4.5
6,29,4.0
6,30,3.0
6,31,3.5
6,32,3.5
6,33,3.5
6,34,3.5
6,35,4.0
6,36,3.5
6,37,4.0
6,38,4.0
6,39,4.0
6,40,3.5
6,41,4.0
6,42,4.5
6,43,3.5
6,44,3.0
6,45,3.5
6,46,3.0
6,47,2.5
6,48,4.0
6,49,3.5
6,50,3.0
7,1,4.5
7,2,4.0
7,3,4.5
7,4,3.5
7,5,3.0
7,6,3.5
7,7,4.0
7,8,4.5
7,9,3.0
7,10,2.5
7,11,3.5
7,12,4.5
7,13,4.5
7,14,3.5
7,15,2.5
7,16,4.0
7,17,3.5
7,18,4.0
7,19,2.0
7,20,2.5
7,21,3.0
7,22,4.0
7,23,3.5
7,24,3.0
7,25,3.0
7,26,3.5
7,27,4.0
7,28,4.0
7,29,4.0
7,30,2.0
7,31,4.0
7,32,4.0
7,33,4.0
7,34,2.5
7,35,4.5
7,36,4.0
7,37,3.5
7,38,3.5
7,39,4.0
7,40,2.5
7,41,3.5
7,42,4.5
7,43,3.5
7,44,3.5
6,1,3.5
6,2,4.0
6,3,2.5
6,4,4.5
6,5,2.0
7,1,4.5
7,2,5.0
7,3,4.5
7,4,3.5
7,5,2.5
8,1,4.0
8,2,4.5
8,3,5.0
8,4,3.0
8,5,2.0
9,1,3.5
9,2,4.0
9,3,4.5
9,4,3.0
9,5,2.5
10,1,4.0
10,2,4.5
10,3,5.0
10,4,3.0
10,5,2.5
11,1,3.5
11,2,4.0
11,3,4.5
11,4,3.0
11,5,2.5
12,1,4.0
12,2,4.5
12,3,5.0
12,4,3.0
12,5,2.0
13,1,3.5
13,2,4.0
13,3,4.5
13,4,3.0
13,5,2.5
14,1,4.0
14,2,4.5
14,3,5.0
14,4,3.0
14,5,2.0
15,1,3.5
15,2,4.0
15,3,4.5
15,4,3.0
15,5,2.5
16,1,4.0
16,2,4.5
16,3,5.0
16,4,3.0
16,5,2.5
17,1,3.5
17,2,4.0
17,3,4.5
17,4,3.0
17,5,2.5
18,1,4.0
18,2,4.5
18,3,5.0
18,4,3.0
18,5,2.0
19,1,3.5
19,2,4.0
19,3,4.5
19,4,3.0
19,5,2.5
20,1,4.0
20,2,4.5
20,3,5.0
20,4,3.0
20,5,2.0
21,1,3.5
21,2,4.0
21,3,4.5
21,4,3.0
21,5,2.5
22,1,4.0
22,2,4.5
22,3,5.0
22,4,3.0
22,5,2.5
23,1,3.5
23,2,4.0
23,3,4.5
23,4,3.0
23,5,2.5
24,1,4.0
24,2,4.5
24,3,5.0
24,4,3.0
24,5,2.0
25,1,3.5
26,1,4.0
26,2,4.5
26,3,5.0
26,4,3.0
26,5,2.5
27,1,3.5
27,2,4.0
27,3,4.5
27,4,3.0
27,5,2.0
28,1,4.0
28,2,4.5
28,3,5.0
28,4,3.5
28,5,2.5
29,1,3.5
29,2,4.0
29,3,4.5
29,4,3.0
29,5,2.5
30,1,4.0
30,2,4.5
30,3,5.0
30,4,3.5
30,5,2.0
31,1,3.5
31,2,4.0
31,3,4.5
31,4,3.0
31,5,2.5
32,1,4.0
32,2,4.5
32,3,5.0
32,4,3.5
32,5,2.0
33,1,3.5
33,2,4.0
33,3,4.5
33,4,3.0
33,5,2.5
34,1,4.0
34,2,4.5
34,3,5.0
34,4,3.5
34,5,2.0
35,1,3.5
35,2,4.0
35,3,4.5
35,4,3.0
35,5,2.5
36,1,4.0
36,2,4.5
36,3,5.0
36,4,3.5
36,5,2.0
37,1,3.5
37,2,4.0
37,3,4.5
37,4,3.0
37,5,2.5
38,1,4.0
38,2,4.5
38,3,5.0
38,4,3.5
38,5,2.0
39,1,3.5
39,2,4.0
39,3,4.5
39,4,3.0
39,5,2.5
40,1,4.0
40,2,4.5
40,3,5.0
40,4,3.5
40,5,2.0
41,1,3.5
41,2,4.0
41,3,4.5
41,4,3.0
41,5,2.5
42,1,4.0
42,2,4.5
42,3,5.0
42,4,3.5
42,5,2.0
43,1,3.5
43,2,4.0
43,3,4.5
43,4,3.0
43,5,2.5
44,1,4.0
44,2,4.5
44,3,5.0
44,4,3.5
44,5,2.0
45,1,3.5
46,1,2.0
46,2,3.5
46,3,4.0
46,4,2.5
46,5,1.5
47,1,4.5
47,2,5.0
47,3,5.0
47,4,4.5
47,5,3.0
48,1,4.0
48,2,4.5
48,3,5.0
48,4,3.5
48,5,2.5
49,1,3.5
49,2,4.0
49,3,4.5
49,4,2.5
49,5,1.5
50,1,4.5
50,2,5.0
50,3,5.0
50,4,4.5
50,5,3.0
